0,0,0,1,13,10,0,0,0,8,0,10,2,5,0,5,5,2,2,14,0,5,0,0,4,0,8,0,7,16,6,0,0,0,11,15,7,5,5,4,0,0,0,8,0,0,11,0,0,5,16,12,0,9,16,0,0,0,4,0,14,0,15,0
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,2,16,0,0,0,9,0,13,2,0,0,2,0,0,0,5,16,0,1,16,0,0,0,0,0,2,11,12,0
16,11,5,16,15,16,16,16,16,16,13,16,8,9,16,16,12,16,16,16,8,9,16,16,11,16,16,16,16,14,10,16,16,9,16,9,16,16,16,5,8,16,9,8,16,16,12,16,5,11,16,16,16,16,14,16,16,16,16,16,16,16,16,0
0,0,7,16,2,2,0,0,0,1,0,8,0,7,0,0,7,0,14,16,0,3,0,0,7,0,16,0,12,1,3,0,0,0,10,8,14,12,0,2,1,0,16,8,9,9,3,0,6,0,14,12,10,7,11,0,0,0,0,9,9,0,0,0
0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,10,9,0,0,0,0,0,0,6,2,0,0,0,0,0,1,12,0,10,0,0,6,0,7,4,0,2,0,0,0,0,0,0,13,14,12,0,0
16,14,16,16,16,16,16,16,16,16,16,16,16,16,11,16,16,16,16,16,16,11,13,15,3,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,6,16,16,16,16,16,16,10,16,16,16,16,16,16,16,16
0,0,2,2,6,0,0,0,0,0,0,8,5,13,0,0,1,0,3,0,0,12,0,2,0,1,13,11,10,0,0,0,0,0,0,0,15,0,0,0,0,0,3,3,16,0,0,0,0,0,0,5,11,0,0,0,0,0,11,11,0,0,0,0
11,12,16,16,16,16,16,7,9,16,14,16,12,6,0,6,5,13,16,11,3,6,1,5,0,5,16,12,16,5,11,8,15,16,0,16,7,9,3,16,12,16,9,16,16,8,0,10,6,16,15,12,16,5,0,4,0,16,16,16,6,8,14,16
0,0,0,2,15,16,1,0,0,0,14,16,11,4,0,6,5,0,3,0,1,0,0,0,0,0,14,5,3,16,2,0,0,0,0,0,0,16,0,6,0,0,0,2,0,7,0,0,0,0,0,6,0,0,0,0,3,4,1,11,0,0,0,2
0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,3,6,0,0,0,1,0,16,3,0,6,4,0,0,0,9,0,0,10,5,0,0,0,0,4,3,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,2,12,6,1,0,3,0,0,0,16,0,0,0,7,6,10,16,14,14,13,14,0,3,0,16,0,3,0,3,12,1,12,16,16,10,0,4,2,0,10,11,13,16,16,16,0,8,0,11,16,10,16,16,5,3,3,5,2,14,13,9,0
12,16,10,16,16,16,10,16,16,16,16,16,16,16,15,16,16,16,16,16,16,10,16,16,3,15,16,16,16,16,16,16,11,16,16,16,16,16,14,16,16,11,8,16,14,16,16,16,12,13,6,15,16,16,16,14,16,16,16,16,16,16,16,16
2,9,0,16,8,13,0,6,0,0,14,16,13,11,13,0,9,16,16,10,0,4,8,14,7,0,16,13,2,7,16,0,6,0,16,5,9,0,3,0,16,2,13,16,11,8,7,9,5,13,9,8,16,16,16,2,0,14,11,16,16,16,5,4
0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,6,2,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,12,0
0,0,0,0,2,0,0,0,0,0,8,12,0,0,0,5,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,4,13,9,0,0,0,2,15,2,0,11,16,0,0,0,16,5,0,0,0,0,0,0,0,13,12,0,0,3
0,14,0,10,14,0,0,3,3,0,0,16,0,0,0,0,0,16,16,16,3,7,0,0,8,2,10,3,9,0,0,0,0,1,8,5,16,9,1,0,0,0,16,0,4,4,12,0,0,0,11,3,2,0,7,0,0,10,13,7,16,16,16,0
0,0,0,0,6,10,0,0,0,0,12,6,0,0,0,0,0,0,16,5,0,0,0,0,0,0,2,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,2,14,0,2,0,0,0,0,9,0,0,0,0
0,8,0,12,9,4,16,11,5,7,12,16,16,16,1,0,0,9,8,0,0,0,0,6,3,0,15,1,0,3,0,0,0,2,7,16,16,11,0,7,6,0,0,11,15,16,0,5,0,0,0,7,16,5,0,12,2,0,3,11,0,10,0,0
16,7,16,16,16,15,0,16,8,16,16,16,13,12,15,12,16,5,16,16,5,16,16,16,5,6,16,11,7,16,16,16,7,13,16,16,15,16,9,11,16,2,15,16,16,16,16,16,11,16,16,16,16,16,16,16,16,16,16,16,16,16,8,16
0,3,1,10,12,12,0,0,0,0,0,14,4,0,0,5,3,0,0,4,0,0,2,11,0,5,16,16,15,7,0,0,0,0,7,0,16,5,0,7,0,0,16,16,0,13,11,0,0,4,4,16,7,1,12,0,1,0,4,9,2,3,12,0
0,0,0,3,3,0,4,0,0,0,0,15,0,0,1,0,0,0,16,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,3,16,7,0,2,0,0,14,1,0,3,14,0,0,0,5,0,0,0,0,0,0,0,0,4,0,4,5,0
0,1,8,5,13,5,0,0,0,0,12,14,0,1,0,0,0,2,8,2,2,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,3,7,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
6,0,7,4,16,12,0,2,0,5,0,10,4,0,5,0,0,0,13,13,0,0,0,0,0,16,9,6,0,5,6,3,3,0,16,4,0,3,0,5,0,0,6,16,6,12,11,0,1,6,16,15,16,6,9,0,0,12,10,4,16,16,16,14
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,11,1,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,1,0
0,13,13,16,16,16,16,4,16,6,13,16,16,12,7,0,0,11,12,16,16,0,8,12,16,14,16,16,16,16,0,11,0,8,16,15,16,16,16,13,16,0,5,0,13,16,10,10,4,0,0,4,16,16,16,10,13,9,14,16,16,16,1,1
8,0,16,16,16,16,14,5,10,7,15,14,9,13,16,6,7,11,16,16,12,7,3,8,9,10,16,16,16,7,10,11,11,0,8,0,16,7,13,1,16,6,9,6,11,16,0,0,0,16,16,16,16,16,9,1,0,16,16,16,16,16,3,4
16,9,16,14,16,16,6,1,6,8,16,16,16,16,4,16,16,16,13,16,5,5,16,11,13,0,4,16,16,16,16,9,6,16,5,16,16,16,16,6,11,15,12,4,0,16,14,4,10,9,14,16,13,16,16,0,16,9,16,16,12,9,5,16
16,8,16,16,16,5,12,10,16,8,16,16,16,4,9,6,14,16,16,16,16,5,16,4,15,3,16,15,16,16,16,9,12,5,0,16,5,16,0,16,16,8,16,16,16,16,12,15,15,6,9,16,16,16,16,16,12,8,11,16,16,16,0,6
0,13,12,16,16,13,12,6,1,16,15,16,12,8,16,16,10,14,15,13,9,16,7,15,13,14,16,16,15,11,16,10,14,16,16,16,5,16,5,11,11,15,16,16,16,13,7,1,3,16,4,11,16,16,16,11,16,0,4,15,16,16,16,16
3,0,0,5,5,6,0,0,0,0,11,13,16,12,0,0,0,0,5,0,0,0,0,0,0,0,16,8,0,3,0,0,1,0,12,13,7,1,0,0,0,0,8,0,0,15,0,0,0,0,3,6,7,1,0,0,0,2,0,1,15,0,0,0
2,0,16,16,16,0,0,3,6,0,16,7,7,4,0,4,0,5,16,13,3,0,4,0,0,3,15,0,5,0,0,0,1,15,11,13,16,12,5,7,0,14,16,2,16,16,8,5,0,0,8,16,0,16,14,12,0,0,4,16,16,16,0,0
9,14,4,16,11,16,16,11,16,2,16,16,16,16,16,16,16,12,16,16,14,8,13,2,4,16,16,16,16,5,8,10,16,2,16,3,16,16,10,13,4,16,14,16,16,16,12,0,6,0,16,16,16,12,11,7,12,16,16,16,16,16,16,0
0,4,0,14,1,0,0,0,0,0,0,16,5,0,0,1,0,5,6,1,4,2,5,2,0,0,10,16,11,0,0,7,0,2,16,16,14,16,7,0,0,0,9,7,5,16,10,0,5,0,0,16,12,6,0,0,5,0,0,10,11,13,6,0
0,12,0,15,7,1,0,11,4,0,0,14,0,6,6,0,11,0,15,16,4,0,3,0,0,0,15,8,7,9,11,5,0,0,0,10,9,6,2,1,9,0,16,10,7,11,16,0,0,11,6,16,9,8,4,0,4,2,4,6,5,13,8,4
4,15,3,13,16,16,5,15,14,13,16,16,12,0,7,5,7,16,16,16,2,10,10,2,16,16,16,4,0,14,12,0,5,15,16,10,7,0,3,1,2,10,8,16,16,1,12,12,4,0,7,4,16,6,7,13,2,9,10,16,16,8,0,8
0,0,0,5,0,0,0,0,0,2,0,7,0,0,0,0,0,1,0,13,0,0,0,0,0,0,7,9,0,0,0,0,0,0,14,10,13,0,0,0,0,0,16,0,0,1,7,0,0,0,0,3,0,0,1,0,0,0,0,14,16,11,16,0
0,0,0,1,12,0,0,0,0,0,8,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,2,7,0,0,0,0,0,3,2,0,0,11,0,0,0,0,0,2,0,0,0
5,1,16,16,16,16,5,7,15,10,16,7,6,8,6,0,0,15,8,16,3,8,5,0,8,16,13,16,16,0,0,0,8,15,16,0,16,6,8,4,1,13,0,0,16,8,0,7,0,5,9,11,12,0,4,0,0,7,16,16,16,11,0,0
0,5,1,16,0,5,5,4,2,0,9,16,2,7,1,0,6,11,16,4,6,2,0,0,2,1,15,16,0,9,6,4,1,11,7,13,16,15,1,0,2,4,15,16,5,11,16,0,4,3,7,16,6,4,15,5,12,0,0,12,11,16,9,0
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,16,16,16,16,16,16,10,16,16,16,16,16,16,16,8,16,14,16,16,16,3,16,16,13,16,16,16,16,16,6,16,16,12,16,16,16,16,16,16
0,0,12,14,10,9,0,0,0,14,13,3,8,3,1,8,2,9,12,0,0,0,3,14,0,0,6,16,16,15,5,0,10,4,12,7,0,13,12,0,0,0,0,0,0,12,8,14,0,0,12,1,0,15,1,0,0,0,16,16,16,9,11,0
1,0,6,16,1,16,3,0,6,16,14,16,5,6,16,16,8,6,16,0,12,0,7,4,10,3,16,16,0,4,8,14,16,15,13,16,16,9,3,4,0,16,16,6,9,16,16,13,0,3,16,16,0,16,16,8,4,8,16,16,16,16,16,16
0,0,0,8,0,0,0,2,2,4,16,10,1,0,0,0,2,1,2,5,0,0,9,0,1,0,5,2,0,2,2,0,0,4,16,16,13,0,7,0,0,5,2,0,1,16,10,0,0,0,15,16,0,13,7,0,4,0,0,1,7,7,3,0
2,0,11,11,8,7,7,10,6,0,10,5,0,0,0,3,2,0,16,16,0,0,9,0,6,0,14,12,2,0,2,2,0,0,1,0,1,0,0,1,0,13,0,0,0,8,10,16,10,5,7,3,4,14,3,1,0,6,14,16,16,15,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,8,2,0,0,0,0,0,1,4,1,0,0,0,0,0,0,6,0,12,0,0,0,0,0,4,16,0,7,3,0,0,0,0,0,7,0,0,0
16,0,16,16,16,16,0,9,16,11,14,9,13,16,9,10,16,16,16,16,16,16,12,10,1,0,16,16,16,16,15,16,16,16,16,14,16,16,10,16,16,6,16,3,16,16,16,11,16,10,16,16,16,16,16,7,16,9,16,16,16,13,8,16
0,7,15,16,14,4,12,4,8,2,4,16,12,4,0,1,0,7,16,13,3,0,4,5,4,11,16,16,16,14,6,16,0,11,16,16,12,16,16,2,6,13,16,16,2,16,14,9,13,7,16,16,16,16,12,11,8,5,9,6,16,16,16,0
5,11,14,16,16,16,12,11,4,16,12,10,16,11,10,10,4,3,16,0,15,0,16,11,4,14,16,16,16,14,16,16,7,16,16,16,16,12,5,4,6,10,0,2,3,16,9,16,0,11,8,5,16,16,15,0,11,14,16,14,15,16,13,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
0,11,3,16,3,0,6,8,0,0,0,16,3,0,0,0,0,2,10,13,0,0,0,0,16,0,8,9,2,8,7,0,0,0,14,12,7,7,7,0,0,14,8,16,8,16,16,0,0,11,7,11,6,6,16,3,0,0,0,0,12,16,8,8
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
9,11,16,16,15,16,14,5,6,2,16,16,15,9,16,14,0,16,10,10,0,6,13,16,16,15,16,16,2,16,11,3,6,9,16,16,16,13,7,14,5,12,9,14,16,16,11,9,10,12,9,16,16,16,16,16,16,7,16,16,16,9,10,15
