0,0,0,1,13,10,0,0,0,8,0,10,2,5,0,5,5,2,2,14,0,5,0,0,4,0,8,0,7,16,6,0,0,0,11,15,7,5,5,4,0,0,0,8,0,0,11,0,0,5,16,12,0,9,16,0,0,0,4,0,14,0,15,0
3,0,0,9,4,0,10,3,16,0,10,13,16,2,9,1,0,11,16,14,11,0,16,2,0,2,8,6,4,2,0,3,0,10,5,0,0,0,0,6,9,7,7,6,16,13,9,0,3,5,16,16,12,2,4,0,12,0,1,12,4,10,16,0
0,0,2,5,10,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,4,10,0,0,2,2,0,2,6,0,10,0,0,0,0,0,0,7,12,0,0,0,0,0,0,2,6,0,0
7,4,16,15,16,16,2,0,0,0,11,1,0,10,0,7,2,8,6,2,0,8,4,16,0,0,10,7,0,0,6,0,2,0,0,0,16,13,8,0,0,0,6,9,0,10,0,1,1,4,0,1,10,16,0,0,0,0,16,16,16,0,0,0
16,13,16,16,16,16,16,11,15,7,16,16,16,11,12,16,4,16,16,16,16,10,16,12,16,16,16,16,16,16,16,16,12,15,16,10,12,16,16,16,13,11,10,16,16,16,11,7,16,16,16,16,16,16,16,11,16,7,16,16,15,16,7,16
0,5,8,14,15,11,2,3,0,0,13,16,16,6,6,1,1,0,15,5,0,0,0,0,0,1,12,15,0,0,0,0,0,11,0,12,16,15,0,12,8,0,3,0,3,15,12,14,1,2,1,1,3,4,8,4,5,11,7,16,13,13,0,9
16,1,0,16,16,16,16,5,4,6,16,16,16,16,15,16,4,16,10,14,16,16,10,2,16,16,11,9,6,1,8,6,16,16,16,16,14,14,16,8,0,16,9,13,14,9,9,9,12,3,16,16,16,16,16,15,4,12,13,16,16,16,12,16
16,16,16,16,16,16,16,16,16,15,16,16,16,16,6,16,16,16,16,9,16,16,15,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,11,15,16,16,16,16,16,16,11,16,16,16,16,16,16
15,9,16,16,16,13,11,16,3,9,14,16,16,5,7,16,8,16,16,15,0,3,16,16,1,16,16,11,12,14,15,9,16,16,11,15,12,11,14,16,16,16,16,16,16,16,16,16,9,16,12,16,16,16,16,15,13,10,16,16,16,16,15,16
11,0,0,8,3,6,0,1,3,8,2,15,8,0,0,0,2,0,16,2,0,0,1,0,0,0,12,2,1,1,0,11,0,0,16,16,16,8,0,0,10,6,4,4,6,10,16,9,2,0,8,12,8,16,16,6,4,2,0,10,15,13,3,0
7,15,1,16,9,0,0,16,5,0,14,12,0,0,4,4,6,15,16,8,0,5,12,9,6,9,11,6,7,4,11,9,0,6,16,12,14,16,10,0,5,11,16,16,0,3,16,16,11,0,16,16,14,16,16,16,0,0,16,14,16,16,16,0
3,16,11,16,14,16,12,14,10,12,5,16,6,2,9,0,4,2,16,15,8,11,0,8,16,13,16,1,9,0,6,0,16,16,16,16,16,0,6,5,3,16,16,0,11,16,14,16,8,14,16,3,12,16,16,16,0,5,10,14,16,16,4,13
11,0,0,14,13,3,0,0,8,0,0,0,16,12,0,0,0,0,3,11,2,0,0,5,0,9,11,5,0,7,0,7,5,0,16,16,0,1,0,1,0,0,9,16,5,16,4,1,0,0,14,11,7,15,16,0,0,0,0,0,16,8,0,0
0,1,0,10,0,16,0,0,0,0,11,10,0,0,0,0,0,4,16,8,0,1,0,6,0,0,11,16,16,0,0,0,0,0,0,0,16,7,5,0,0,2,3,0,5,7,3,0,4,0,14,5,13,11,15,0,0,0,8,16,6,9,1,0
0,10,16,16,16,16,10,0,8,15,16,12,16,11,0,16,9,8,16,16,16,13,3,11,3,2,16,16,16,8,0,11,9,16,16,16,16,13,4,14,5,8,5,4,16,8,9,4,5,4,11,16,13,11,4,5,12,0,14,16,12,10,0,11
0,0,8,0,0,13,0,0,0,0,6,6,0,8,0,0,0,0,2,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16,0,0,0,2,0,0,7,0,1,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,4,0,0,0,0,0,12,14,0,0,2,0,0,0,7,0,6,0,1,0,0,0,9,0,0,1,2,0,0,0,0,5,9,9,0,0
0,0,12,2,16,14,1,0,0,0,16,16,16,9,1,9,0,6,7,0,5,1,0,0,12,4,16,16,16,7,2,0,0,0,1,0,16,16,16,0,0,0,5,0,0,3,0,0,1,0,4,3,0,6,8,0,0,0,14,16,16,6,0,12
0,8,0,0,7,1,0,0,0,5,0,16,4,0,0,0,1,0,0,0,0,0,7,3,0,0,11,14,10,0,0,2,0,0,6,10,16,10,4,0,0,1,8,0,2,1,8,0,0,0,0,4,0,4,10,4,9,0,1,9,7,16,0,0
7,0,9,16,13,8,15,1,0,10,3,11,0,16,0,0,9,0,0,11,3,0,0,1,0,3,15,0,0,0,12,0,0,0,15,14,16,13,10,5,14,0,16,16,0,5,0,0,1,0,0,5,0,16,9,1,0,11,0,13,16,16,0,1
6,3,8,16,16,16,5,8,6,16,16,16,16,7,14,13,13,16,16,16,11,10,16,12,10,9,8,16,16,16,15,4,2,11,5,16,15,16,5,16,3,11,15,16,16,9,7,4,13,0,12,16,16,10,8,13,10,6,16,16,11,8,16,10
0,0,2,0,1,0,0,0,4,7,11,6,11,0,0,0,0,2,16,8,0,0,0,0,0,0,13,0,0,9,0,0,3,6,2,8,6,16,0,10,0,0,7,13,3,9,16,0,0,0,16,16,4,0,16,0,0,5,9,10,10,7,11,0
11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,5,16,16,16,16,16,15,16,7,16,14,16,16,16,16,9,13,12,16,16,12,16,16,16,16,16,8,16,2,16,14,15,5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0
0,0,11,11,16,0,9,0,4,0,16,11,8,8,6,0,0,8,8,0,0,0,0,0,10,8,2,16,0,0,0,0,0,5,16,16,5,16,7,0,0,0,0,0,0,9,13,0,0,0,8,10,8,14,8,9,12,0,0,7,5,0,0,0
0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,10,9,0,0,0,0,1,0,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,5,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
16,16,16,16,16,16,15,14,16,16,16,16,16,16,16,16,14,16,16,16,16,10,16,14,9,14,16,16,16,16,10,16,16,16,10,16,16,16,9,16,16,16,16,7,16,16,16,16,10,16,16,16,16,16,15,16,16,16,16,16,16,16,16,16
0,0,12,7,13,13,0,0,0,6,1,13,0,16,1,0,12,16,13,10,9,0,6,0,3,0,8,0,3,7,12,0,0,12,10,0,3,2,0,7,5,2,16,6,16,3,10,0,2,0,16,16,8,16,13,14,0,0,13,8,10,16,16,0
6,6,8,14,10,0,15,9,14,0,0,13,15,2,0,0,10,0,5,16,0,0,0,1,0,7,12,12,16,16,0,16,0,0,16,16,9,14,1,10,15,2,15,13,7,6,16,8,15,16,13,15,0,12,8,7,11,0,3,16,14,16,10,0
0,0,0,4,3,9,16,2,16,2,12,15,9,10,0,0,7,16,13,16,12,9,0,0,7,16,16,9,3,10,1,13,4,12,16,16,8,16,0,2,0,6,5,5,3,16,7,0,10,0,10,9,16,16,1,16,14,1,6,11,16,8,3,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,5,5,0,2,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
0,10,16,16,16,2,11,0,0,4,16,12,13,16,0,0,3,0,16,14,11,0,0,0,0,8,14,16,12,0,0,7,6,0,6,0,14,14,7,0,10,12,0,3,16,0,0,0,0,4,16,0,13,0,0,0,0,0,0,6,0,7,0,0
0,0,0,9,3,0,12,0,0,0,0,16,7,0,0,0,0,10,16,8,3,3,0,7,0,7,10,14,0,0,0,0,0,4,14,13,16,16,5,0,0,8,10,5,0,16,11,0,7,0,16,9,0,0,5,3,0,0,4,10,16,6,16,0
11,0,7,8,14,7,0,0,2,8,0,16,12,0,9,10,7,0,16,7,6,2,3,0,0,0,0,14,1,0,5,5,13,14,7,16,10,7,0,0,0,4,9,16,16,13,16,2,0,3,16,16,2,16,16,7,0,3,10,7,16,10,4,8
0,0,10,13,9,16,0,0,0,0,14,4,0,0,0,0,0,0,13,3,0,0,0,0,0,4,11,5,0,0,0,4,8,0,16,8,10,10,2,0,0,0,0,0,0,4,10,9,0,0,4,0,0,11,13,4,0,4,1,9,14,6,0,0
2,3,9,6,0,2,4,11,16,0,13,12,0,0,2,3,0,3,16,1,0,0,7,0,0,1,16,1,0,0,2,0,0,16,8,8,16,10,5,0,0,1,12,7,4,2,16,0,0,0,16,9,13,6,2,5,7,0,5,16,12,16,0,0
16,16,16,16,16,16,15,3,2,16,16,16,16,16,16,3,10,6,16,16,16,16,11,16,8,16,16,16,16,16,13,9,16,3,16,0,13,16,16,3,16,16,16,14,13,14,13,10,15,16,16,11,16,16,16,16,3,16,16,16,16,16,9,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,7,11,0,5,0,0,0,0,0,0,0,0,6,3,0,16,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,2,7,7,3,4,0,3,0,5,0,0,0,0,0,0,2,16,2,0,0,7,0,9,0,0,3,1,12,0,3
0,0,0,15,0,3,0,0,0,0,13,8,0,0,0,0,0,0,0,16,1,3,0,0,4,0,16,9,16,6,0,0,6,0,0,1,6,0,12,0,0,0,6,0,0,0,2,0,0,1,7,0,0,4,10,0,0,0,11,16,16,16,9,0
12,0,0,0,3,2,11,0,5,0,13,16,1,0,4,0,0,0,8,1,0,16,0,1,10,9,16,8,4,0,0,0,0,0,16,3,8,15,0,0,0,0,10,15,0,0,0,0,7,0,11,7,9,7,16,0,0,0,0,14,16,4,0,0
0,5,15,16,16,7,7,10,0,0,16,16,6,1,13,5,16,11,16,13,7,11,16,7,15,2,16,13,8,2,4,0,0,16,16,0,16,12,16,6,6,7,16,9,16,16,15,4,16,6,15,16,14,15,16,16,16,13,10,16,16,16,2,16
1,16,7,16,11,11,15,12,13,8,16,16,0,8,13,11,3,16,16,16,2,10,13,16,16,16,16,16,14,15,16,16,7,16,16,16,16,16,16,7,11,16,16,16,16,16,16,6,4,16,16,16,16,16,16,13,14,10,16,16,16,16,16,8
2,0,0,11,16,16,2,0,2,2,16,13,10,11,10,5,8,0,12,5,5,10,0,0,4,0,16,16,16,9,3,0,13,0,0,2,5,16,9,4,0,3,12,0,2,8,8,0,0,0,16,16,0,6,14,1,1,2,9,10,16,14,5,4
14,16,15,16,16,16,16,16,6,16,16,16,16,16,1,0,16,9,16,16,16,0,16,4,2,13,16,14,8,16,16,16,9,0,13,16,16,16,4,16,16,11,16,16,16,16,16,6,7,13,6,16,16,16,16,10,10,16,16,14,16,16,16,7
0,0,0,1,0,0,0,0,0,0,1,6,4,0,0,0,0,0,5,9,0,0,0,0,3,4,1,6,0,0,0,0,0,0,4,0,0,0,0,0,0,11,1,0,9,0,0,0,0,0,16,1,3,3,0,0,0,0,0,7,8,7,3,0
0,5,6,10,7,0,0,2,2,0,0,10,0,0,0,2,0,4,8,14,0,0,1,12,4,0,16,0,0,5,2,0,0,0,9,13,0,2,0,2,0,0,16,7,12,12,15,0,5,6,1,8,0,7,11,9,10,0,4,10,7,11,5,0
0,6,8,16,16,2,0,0,11,0,16,16,16,11,1,13,1,2,16,16,2,0,3,0,16,0,16,16,0,9,0,2,0,7,16,16,16,11,6,7,11,4,2,2,15,2,16,7,8,0,16,16,10,11,16,0,11,8,0,13,11,16,0,1
0,0,0,13,1,0,0,0,0,0,7,12,1,0,0,0,0,0,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,13,14,7,0,2,1,0,7,5,0,4,0,0,0,0,0,5,6,11,8,0,0,0,0,14,1,11,0,0
5,8,0,9,16,3,7,10,7,0,6,16,16,13,4,0,3,0,16,16,16,0,0,9,0,0,16,16,16,6,5,0,0,11,13,6,16,16,2,16,8,3,16,16,7,16,5,0,0,0,16,16,14,16,16,0,4,3,2,16,16,16,16,5
16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,15,16,16,16,16,10,16,16,5,16,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,16
0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,10,0,0,0,0,9,0,0,0,0,0,2,0,0,0,1,16,0,0,0,0,0,0,13,0,0,8,2,0,0,0,0,0,0,8,0,0,0,0,0,0,1,6,0,0
0,0,0,8,2,12,0,0,7,0,10,6,14,4,1,1,0,0,0,0,0,0,0,0,6,0,11,13,10,2,5,2,0,0,0,0,0,12,0,0,0,0,0,0,0,14,0,1,0,0,0,6,3,9,6,0,0,0,5,10,6,5,0,0
16,14,16,16,16,16,7,16,0,16,16,16,15,16,12,7,16,15,16,16,13,7,12,16,2,8,16,8,4,12,16,5,5,16,16,16,16,16,12,4,7,2,16,13,16,16,16,13,12,7,6,7,16,16,6,10,16,9,16,16,16,10,9,16
0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,16,16,8,14,11,0,13,11,11,16,7,11,2,8,16,0,16,16,16,0,10,16,0,3,16,16,9,14,15,14,7,11,16,14,16,15,4,8,16,11,16,16,16,16,15,16,11,8,16,16,13,16,16,8,11,12,16,16,16,16,15,8